step,vx_cmd,vy_cmd,vz_cmd,wz_cmd,kv_x,kv_y,kv_z,kR_x,kR_y,kR_z
138,10.0,-10.0,2.7833454608917236,-3.0,1.6845762208104131,4.977696359157562,5.989391982555389,16.0,16.0,0.2
139,10.0,-10.0,2.6012309789657593,-3.0,1.691955409944057,4.835664302110672,5.310744822025299,16.0,16.0,0.2
140,10.0,-10.0,2.428824305534363,-2.836693525314331,1.7996621653437614,4.453662633895874,4.455113440752029,16.0,16.0,0.2
141,10.0,-10.0,2.2541534900665283,-1.9369822740554816,2.533968359231949,3.741632431745529,2.68576118350029,16.0,16.0,0.2
142,10.0,-10.0,1.8369437456130981,-1.804395318031311,2.7945818006992336,3.1856119483709335,1.2837586849927902,16.0,16.0,0.2
143,10.0,-10.0,1.2976527214050293,-2.2525005340576176,2.520222634077072,2.8647230267524715,0.8177145868539808,16.0,16.0,0.2
144,10.0,-9.38908100128174,0.6124320030212402,-3.0,1.7930782809853552,3.0097073167562485,0.7746910601854318,16.0,16.0,0.2
145,10.0,-8.879087567329409,0.04981040954589844,-3.0,1.5221840664744375,3.194615021347999,0.5,16.0,16.0,0.2
146,10.0,-10.0,-0.31215047836303744,-3.0,1.7357683107256887,3.5232993066310883,0.5,16.0,16.0,0.2
147,10.0,-10.0,-0.45189499855041537,-2.5640727281570435,2.253747671842575,3.54588320851326,0.5,16.0,16.0,0.2
148,10.0,-10.0,-0.5601564645767215,-2.0317055583000188,2.4792090356349945,3.688327342271805,0.5,16.0,15.854526817798615,0.2
149,10.0,-10.0,-0.775244951248169,-1.6645159721374512,2.5647269189357753,3.4881734549999237,0.5,16.0,12.996925473213196,0.2
150,10.0,-10.0,-0.8845485448837284,-1.5873420238494877,2.5858172476291656,3.242632120847702,0.5,16.0,10.62822288274765,0.2
151,10.0,-10.0,-0.7934178113937378,-1.722606539726258,2.4000834226608276,3.1352484375238414,0.5,14.508843779563904,7.773386001586913,0.2
152,10.0,-10.0,-0.6683131456375122,-1.8225274085998535,2.2702913880348206,3.081376209855079,0.5,11.582505464553833,4.51375102996826,0.2
153,10.0,-10.0,-0.5687214732170105,-1.8542371988296513,2.088876336812973,3.096441924571991,0.5,8.810856401920319,1.833761431276798,0.2
154,10.0,-9.919683635234835,-0.4370820522308353,-1.7994475364685059,2.0205735564231873,3.074182078242302,0.5,6.260240137577056,1.0,0.2
155,10.0,-9.14205938577652,-0.17373007535934482,-1.6590018868446355,2.2136110067367554,2.8746846616268154,0.5,4.188749775290487,1.0,0.2
156,10.0,-8.324681222438814,-0.10364913940429688,-1.5064812898635864,2.4525591135025024,2.533291563391685,0.5,3.0939236879348755,1.0,0.2
157,10.0,-7.813462018966676,-0.2316657900810245,-1.431146085262299,2.57665354013443,2.251222923398018,0.5,2.421193927526473,1.0,0.2
158,10.0,-7.363923192024232,-0.019858360290527344,-1.6858785152435303,2.8176676034927364,1.8094725906848905,0.5,4.189899325370789,1.0,0.2
159,10.0,-7.126519083976746,0.4257688522338867,-1.8742484450340278,3.4654587507247925,1.3951586335897441,0.5,5.93121713399887,1.0,0.2
160,10.0,-6.911021173000336,0.8725537061691284,-2.0177078247070312,4.041556090116501,1.10941806063056,0.5,7.353913992643355,1.0,0.2
161,10.0,-6.717827022075654,1.2747541666030884,-2.0716820955276494,4.560236096382141,0.7030135504901405,0.5,8.521272599697113,1.0,0.2
162,10.0,-6.83262974023819,1.6914821863174438,-2.240102469921112,5.058610260486603,0.5,0.5,10.064090847969055,1.0,0.2
163,10.0,-6.89836323261261,2.197172999382019,-2.483159422874451,5.65875917673111,0.5,0.5,12.22844398021698,1.0,0.2
164,10.0,-6.798903942108156,2.7691701650619507,-2.501959919929505,6.0,0.5,0.5,13.58316695690155,1.0,0.2
165,10.0,-6.211727857589722,3.0,-2.197599202394486,6.0,0.5,0.5,13.758161425590515,1.0,0.2
166,10.0,-5.926720798015596,3.0,-1.9484080374240875,6.0,0.5,0.5,14.145597577095032,1.0,0.2
167,10.0,-6.147916615009308,3.0,-1.7804251313209534,6.0,0.5,0.5,15.561830759048464,1.0,0.2
168,10.0,-6.19002640247345,3.0,-1.6567587554454803,6.0,0.5,0.5,16.0,1.0,0.2
169,10.0,-5.98926216363907,3.0,-1.4554483294487,6.0,0.5,0.5,16.0,1.0,0.2
170,10.0,-6.264409720897676,3.0,-1.0180655121803288,6.0,0.5,0.5,16.0,1.469707883894443,0.2
171,10.0,-6.790614426136018,3.0,-0.5542271733283997,6.0,0.5,0.5,16.0,2.573382131755351,0.2
172,10.0,-7.206270098686218,3.0,-0.1525424122810367,6.0,0.5,0.5,16.0,4.259837031364441,0.2
173,10.0,-7.6722145080566415,3.0,0.16170644760131836,6.0,0.5213869288563727,0.5,16.0,6.956812500953674,0.2
174,10.0,-7.939719557762146,3.0,0.39888525009155273,6.0,1.1816640086472034,0.5,16.0,9.887600600719452,0.2
175,10.0,-8.08994859457016,3.0,0.5461556911468506,6.0,1.8277244418859482,0.5,16.0,13.05726444721222,0.2
176,10.0,-8.64405781030655,3.0,0.2625768184661865,6.0,2.5324388891458507,0.5,16.0,15.982913434505464,0.2
177,10.0,6.713404655456543,3.0,3.0,6.0,0.5,8.0,16.0,7.814142614603043,1.0502734005451202
178,10.0,5.54113507270813,3.0,3.0,6.0,0.5,8.0,16.0,8.315240055322647,0.8645825684070587
179,10.0,4.200453758239746,3.0,3.0,6.0,0.5,8.0,16.0,9.720649182796478,0.580799651145935
180,10.0,2.4323153495788574,3.0,3.0,6.0,0.9647210277616973,8.0,16.0,12.458489000797272,0.2
181,10.0,-0.1669442653656017,3.0,2.6592299938201895,6.0,1.6109373420476913,8.0,16.0,15.946775138378143,0.2
182,10.0,-2.6911699771881104,3.0,1.6925904750823975,6.0,2.599955052137375,8.0,16.0,16.0,0.2
183,10.0,-5.12111008167267,3.0,0.7649946212768555,6.0,3.574501395225525,8.0,16.0,16.0,0.2
184,10.0,-8.060158491134644,3.0,0.0789649486541748,6.0,4.148168563842773,8.0,16.0,16.0,0.2
185,10.0,-10.0,3.0,-0.6566716432571411,6.0,4.490538418292999,8.0,16.0,16.0,0.2
186,10.0,-10.0,3.0,-1.1096584796905518,6.0,4.882003426551819,8.0,16.0,16.0,0.2
187,10.0,-10.0,3.0,-1.5642539262771606,6.0,5.519653618335723,8.0,16.0,16.0,0.2
188,10.0,-10.0,3.0,-1.9663524627685547,6.0,6.0,8.0,16.0,16.0,0.2
189,10.0,-10.0,3.0,-2.2509917020797734,6.0,6.0,8.0,16.0,16.0,0.2
190,10.0,-10.0,3.0,-2.030213713645935,5.895296782255174,6.0,8.0,16.0,16.0,0.2
191,10.0,-10.0,3.0,-1.8194807767868046,4.338076591491699,6.0,8.0,16.0,16.0,0.2
192,10.0,-10.0,3.0,-1.6952143907547002,3.3177317082881927,6.0,8.0,16.0,16.0,0.2
193,7.6099348068237305,-10.0,3.0,-1.720391035079956,2.513591378927231,6.0,8.0,16.0,16.0,0.2
194,4.642528295516968,-10.0,3.0,-2.0375980138778687,1.938349664211273,6.0,8.0,16.0,16.0,0.2
195,1.6440188884735107,-10.0,2.705563187599182,-2.442094802856446,1.6149134561419487,6.0,6.040747344493866,16.0,16.0,0.2
196,-1.3483476638793945,-10.0,2.1542333364486694,-2.7319389581680302,1.342745147645473,6.0,4.061808168888092,16.0,16.0,0.2
197,-4.162444472312928,-10.0,2.0178258419036865,-3.0,0.9754913672804828,6.0,2.761723130941391,16.0,16.0,0.2
198,-3.5366034507751465,-10.0,2.8067082166671744,-3.0,5.585025638341905,0.5,8.0,13.334687113761902,1.9911416098475454,0.2
199,-4.2561256885528564,-10.0,3.0,-3.0,6.0,0.5,8.0,13.728514075279236,3.0681311190128318,0.2
200,-5.17309308052063,-9.996905028820038,3.0,-3.0,6.0,0.5,8.0,13.84442663192749,3.843968570232391,0.2
201,-6.463559865951538,-8.849713653326036,3.0,-3.0,6.0,0.5,8.0,14.563741445541382,4.852553367614746,0.2
202,-7.836868166923524,-7.591778039932252,3.0,-3.0,6.0,0.5,8.0,15.254971742630005,6.097263306379318,0.2
203,-8.94197463989258,-6.595477461814882,3.0,-3.0,6.0,0.5,8.0,15.77267026901245,7.307691484689712,0.2
204,-9.782506823539734,-5.884559452533722,3.0,-3.0,6.0,0.5,7.976614266633987,16.0,8.465058416128159,0.2
205,-10.0,-5.539422929286958,2.862627625465393,-3.0,6.0,0.5,8.0,16.0,8.819346487522125,0.2
206,-10.0,-5.420482754707338,2.3723419904708862,-3.0,6.0,0.5,8.0,16.0,8.539610862731934,0.4666767805814742
207,-10.0,-5.23903250694275,1.850648045539856,-3.0,6.0,0.5,7.9475377798080435,16.0,8.647272050380707,0.9860114812850951
208,-10.0,-4.660590887069702,1.3195871114730835,-3.0,6.0,0.5,7.842401891946793,15.588772654533388,8.683964669704437,1.5078201174736023
209,-10.0,-3.929924964904786,0.7334085702896118,-3.0,6.0,0.5,7.446155130863189,14.983609080314638,9.440963625907898,2.0
210,-10.0,-3.1748878955841064,0.18181335926055908,-3.0,6.0,0.5,6.8012537360191345,14.68463397026062,10.477630257606506,2.0
211,-10.0,-2.804434299468994,-0.35502326488494906,-3.0,6.0,0.5,6.238848149776459,14.39322805404663,11.513485968112946,2.0
212,-10.0,-3.2051527500152597,-0.7069483995437622,-3.0,5.664545953273773,0.5,5.858409881591797,15.063091874122618,12.226774752140045,2.0
213,-10.0,-4.10457730293274,-0.8574492931365967,-3.0,5.378843367099762,0.5,5.584905028343201,15.438438415527344,12.034521162509918,2.0
214,-10.0,-4.50958013534546,-1.0695476531982426,-3.0,5.253865450620651,0.5,5.03655332326889,15.299355149269102,11.032835006713867,2.0
215,-10.0,-4.808277487754822,-1.3265089988708496,-3.0,5.311539471149445,0.5,4.388451159000397,15.671048521995544,10.607155919075012,2.0
216,-10.0,-4.848146438598634,-1.7033552527427678,-2.560100421309472,5.373317867517471,0.5,3.8349218964576717,16.0,10.508950412273407,2.0
217,-10.0,-4.854418635368348,-2.116447269916535,-1.1494381427764897,5.632389545440674,0.5,3.4274523258209224,16.0,10.752464592456818,2.0
218,-10.0,-5.044364035129548,-2.398915797472,-0.014110922813415527,5.758383393287659,0.5,3.1206214725971217,16.0,10.97368335723877,2.0
219,-10.0,-4.987909197807312,-2.5841363668441777,0.7796856164932251,5.769859582185746,0.5,2.817961454391479,16.0,11.379414856433868,2.0
220,-10.0,-4.597891569137574,-2.799546182155609,1.4460450410842896,5.725324153900147,0.5,2.5447252690792084,16.0,12.204616129398346,2.0
221,-10.0,-4.248439073562622,-3.0,1.8303970098495483,5.782174348831177,0.5,2.3116170540452,16.0,13.172085344791412,2.0
222,-10.0,-3.840837478637696,-3.0,1.4939725399017334,6.0,0.5,1.8908656314015388,16.0,14.775157630443575,1.9833744883537294
223,-10.0,5.171889066696167,-3.0,2.9191192388534546,6.0,0.5,0.5,16.0,16.0,2.0
224,-10.0,10.0,-3.0,3.0,6.0,0.5,0.5,16.0,16.0,2.0
225,-10.0,10.0,-3.0,3.0,6.0,0.5,0.5,16.0,16.0,2.0
226,-10.0,10.0,-3.0,3.0,6.0,0.5,0.5,16.0,16.0,2.0
227,-10.0,10.0,-3.0,3.0,6.0,0.5,0.5,16.0,16.0,2.0
228,-10.0,10.0,-3.0,2.816749691963196,6.0,0.5,0.5,16.0,16.0,2.0
229,-10.0,10.0,-3.0,2.0840338468551636,6.0,1.5885680019855497,0.5,16.0,16.0,2.0
230,-10.0,10.0,-3.0,1.7295774221420288,6.0,3.1865619868040085,0.5,16.0,16.0,2.0
231,-10.0,10.0,-3.0,1.6317830085754395,6.0,4.147110342979431,0.5,16.0,16.0,2.0
232,-10.0,10.0,-3.0,1.745094895362854,6.0,4.6660889983177185,0.5,16.0,16.0,2.0
233,-10.0,10.0,-3.0,1.9941462278366089,6.0,5.309843957424164,1.5629070177674294,16.0,16.0,2.0
234,-10.0,10.0,-2.905478239059449,1.9955109357833862,6.0,5.9784815311431885,3.4715353250503536,16.0,16.0,2.0
235,-10.0,10.0,-2.6949095427989964,2.4940391778945923,5.741576433181764,6.0,5.510278820991516,16.0,16.0,2.0
236,-10.0,10.0,-2.489740312099457,3.0,5.411975711584091,6.0,7.481770396232606,16.0,16.0,2.0
237,-10.0,10.0,-2.3334935903549194,3.0,5.35589262843132,6.0,8.0,16.0,16.0,2.0
238,-10.0,10.0,-2.142528265714646,3.0,5.466182649135589,6.0,8.0,16.0,16.0,2.0
239,-10.0,10.0,-1.8356652259826665,3.0,5.556240916252137,6.0,8.0,16.0,15.510773122310638,2.0
240,-10.0,10.0,-1.509363055229187,3.0,5.490041792392731,6.0,8.0,16.0,14.577848970890043,2.0
241,-10.0,10.0,-1.2699544429779053,3.0,5.28010755777359,6.0,8.0,16.0,12.611886322498322,2.0
242,-10.0,10.0,-1.1552240252494812,3.0,4.9137638211250305,6.0,8.0,16.0,11.163471102714539,2.0
243,-10.0,10.0,-1.072100937366486,3.0,4.4950017631053925,6.0,8.0,16.0,10.113261997699738,2.0
244,-10.0,10.0,-0.8747257590293888,3.0,3.9605284333229065,6.0,8.0,15.419443011283876,9.22842001914978,1.8648271799087524
245,-10.0,10.0,-0.8406289815902713,3.0,3.1788126826286316,6.0,8.0,13.837116718292236,7.670867055654526,1.6838037133216859
246,-10.0,10.0,-0.7509725689888,3.0,2.251918077468872,6.0,8.0,12.684358716011047,6.243382006883621,1.4947794318199157
247,-10.0,10.0,-0.6724267601966861,3.0,0.9312601611018179,6.0,8.0,14.01162302494049,7.030015349388123,1.3387681007385255
248,-9.053050428628922,10.0,-0.7954450249671936,3.0,0.5,6.0,8.0,14.292330503463745,7.869592815637588,1.1543936967849733
249,-5.799079537391664,10.0,-0.7111841440200806,3.0,0.5,6.0,8.0,14.956801295280457,9.227129876613617,0.9750706434249878
250,-2.601262331008912,10.0,-0.2746793031692508,3.0,0.5,6.0,8.0,15.104061722755432,9.705855906009674,0.7846678137779235
251,0.912473201751709,10.0,0.4425433874130249,3.0,0.5,6.0,8.0,16.0,11.765821933746338,0.45560896694660186
252,3.2118916511535645,10.0,1.222896695137024,3.0,0.5,6.0,8.0,16.0,13.710283100605011,0.2
253,4.838457107543945,10.0,1.908644199371338,3.0,0.5,6.0,7.50276494026184,16.0,15.37273234128952,0.2
254,5.965675115585327,10.0,2.648074507713318,3.0,0.5,6.0,5.271765172481537,16.0,16.0,0.2
255,6.267836093902588,10.0,3.0,3.0,0.5,6.0,3.44365331530571,16.0,16.0,0.2
256,6.619913578033447,9.056453704833984,3.0,3.0,0.5,5.927502036094666,2.481092095375061,16.0,16.0,0.2
257,6.970412731170654,8.184970617294312,3.0,3.0,0.5,5.793233871459961,2.3091630563139915,16.0,16.0,0.2
258,10.0,10.0,0.7674726247787476,3.0,0.5,5.4679463505744925,1.724278099834919,16.0,16.0,0.2
259,10.0,9.56275463104248,0.9786050319671631,3.0,0.7570746466517444,4.967247247695923,2.303602166473865,16.0,16.0,0.2
260,10.0,8.882967233657837,1.1536864042282104,3.0,1.1148375496268268,4.581942081451416,2.581856429576874,16.0,16.0,0.2
261,10.0,8.385225534439087,1.1987485885620117,3.0,1.5561297461390493,4.26665061712265,2.601849615573883,16.0,16.0,0.2
262,10.0,8.233306407928465,1.5654176473617554,3.0,1.8159114941954608,4.245716333389282,3.3523634374141693,16.0,16.0,0.2
263,10.0,8.393715620040895,1.741306185722351,3.0,1.7065764293074608,4.043255865573883,3.9735152125358577,16.0,16.0,0.2
264,10.0,8.340446949005127,1.7337133884429932,3.0,1.637093149125576,3.6921307742595673,3.9516310691833496,16.0,16.0,0.2
265,10.0,7.993649244308472,1.6448389291763306,3.0,1.740340821444988,3.391753077507019,3.55921271443367,16.0,16.0,0.2
266,10.0,7.655748128890991,1.570536732673645,3.0,1.8710943683981895,3.130022570490837,3.1591026782989498,16.0,16.0,0.2
267,10.0,7.409822940826416,1.5307906866073608,3.0,1.9988272488117218,2.916934981942177,2.8366372287273403,16.0,16.0,0.2
268,10.0,7.433990240097046,1.432308554649353,3.0,2.119892567396164,2.8772779256105423,2.399602115154266,16.0,16.0,0.2
269,10.0,7.806309461593628,1.457729458808899,3.0,2.104002207517624,2.901144117116928,2.2515521124005318,16.0,16.0,0.2
270,10.0,8.222918510437012,1.6138397455215454,3.0,2.0588085055351257,3.0204442590475082,2.242172874510288,16.0,16.0,0.2
271,10.0,8.740769624710083,1.7807128429412842,3.0,2.0725739002227783,3.193620070815086,2.1930669918656345,16.0,16.0,0.2
272,10.0,9.241058826446535,1.9522072076797485,3.0,2.512289583683014,3.378602683544159,2.174063317477703,16.0,16.0,0.2
273,10.0,9.728506803512575,2.2164323329925537,3.0,3.2246764600276947,3.3898707032203674,2.3248025700449935,16.0,16.0,0.2
274,10.0,10.0,2.5670342445373535,3.0,4.007708758115768,3.387950301170349,2.8345254361629486,16.0,16.0,0.2
275,10.0,10.0,2.969707489013671,3.0,4.701237797737122,3.2817921936511993,3.5361256003379817,16.0,16.0,0.2
276,10.0,10.0,3.0,3.0,5.107870310544968,2.991778537631035,3.67472830414772,16.0,16.0,0.2
277,10.0,10.0,3.0,3.0,5.584388345479965,2.6657353788614273,3.6848102807998653,16.0,16.0,0.2
278,10.0,10.0,3.0,3.0,5.9179501831531525,2.3404019623994827,3.791625678539276,13.811667919158936,16.0,0.2
279,10.0,9.601172208786009,3.0,3.0,6.0,2.310151532292366,3.86313247680664,11.875756740570068,16.0,0.2
280,10.0,7.133616209030151,3.0,3.0,6.0,1.8238923251628871,4.0048604011535645,10.389471411705017,16.0,0.2
281,10.0,3.1971323490142822,3.0,3.0,6.0,1.0441223010420795,3.697892308235168,9.577218055725098,16.0,0.2
282,10.0,-1.1178863048553478,3.0,3.0,6.0,0.5,2.812528640031814,9.511741757392883,16.0,0.2
283,10.0,-4.8723602294921875,3.0,3.0,6.0,0.5,2.4754876196384425,9.904615640640259,12.916407346725464,0.2
284,10.0,-6.495661735534668,3.0,3.0,6.0,0.5,2.438775330781936,10.348875284194946,10.311189353466034,0.2
285,10.0,-7.220556735992432,3.0,3.0,6.0,0.5,2.657038524746895,10.4720458984375,8.582557499408722,0.2
286,10.0,-8.58502745628357,3.0,3.0,6.0,0.5,3.19724503159523,12.497231721878052,7.02784901857376,0.2
287,10.0,-9.95145618915558,3.0,3.0,6.0,0.5,3.657762885093689,14.839887380599976,5.525882154703139,0.2
288,10.0,-10.0,3.0,3.0,6.0,0.5,4.1127254366874695,16.0,3.3408304154872885,0.2
289,10.0,-10.0,3.0,3.0,6.0,0.5,4.657769531011581,16.0,1.0,0.2
290,10.0,-10.0,3.0,3.0,6.0,0.5,5.0527225732803345,16.0,1.0,0.2
291,10.0,6.997131109237671,3.0,0.28379058837890625,6.0,0.5,0.5,8.276618033647537,13.368762791156769,0.2
292,10.0,8.965538740158081,3.0,0.5453084707260132,6.0,0.5,0.5,9.267794847488403,14.815483748912811,0.2
293,10.0,10.0,3.0,0.8852938413619995,6.0,1.5146215409040447,0.5,11.54819107055664,16.0,0.2
